Class;PredefinedType;Name;BuildingStorey;Material;PSET_RÔGGA.RÔGGA_SEÇÃO;PSET_RÔGGA.RÔGGA_DESCRIÇÃO;Width;Thickness;Length;Height;FileName;GlobalId;Ô_CLS_CLASSIFICAÇÃO_SOLIBRI
IfcPipeFitting;NOTDEFINED;Curva - Cobre:Curva - Cobre:1680523;34. TPA;Cobre;;;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y4K;Bombas de recalque, de drenagem pluvial
IfcPipeFitting;NOTDEFINED;Curva - Cobre:Curva - Cobre:1680526;34. TPA;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y4H;Bombas de recalque, de drenagem pluvial
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680649;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y2M;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680673;07. TGD;Cobre;"5/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 5/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y2_;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680694;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y2f;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680697;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y2c;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680700;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y2Z;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680715;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3K;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680718;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3H;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680721;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3E;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680724;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3B;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680733;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y32;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680736;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3$;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680739;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3y;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680748;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3p;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680751;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3m;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680754;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y3j;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680768;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y0V;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680775;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y0O;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680802;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y0z;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680826;07. TGD;Cobre;"5/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 5/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y0b;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680853;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y1A;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680856;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y17;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680859;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y14;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680877;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y1o;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680880;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y1l;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680883;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y1i;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680886;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y1f;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680895;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y1W;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680898;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YET;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680901;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YEQ;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680910;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YEH;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680913;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YEE;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680916;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YEB;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680971;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YFK;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1680983;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YF8;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681001;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YFs;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681004;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YFp;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681007;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YFm;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681010;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YFj;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681013;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YFg;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681031;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCO;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681034;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCL;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681037;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCI;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681040;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCF;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681043;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCC;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681069;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCo;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681072;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCl;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681075;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCi;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681078;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCf;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681081;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCc;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681084;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCZ;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681087;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YCW;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681090;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YDT;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681093;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YDQ;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681111;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YD8;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681114;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YD5;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681117;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YD2;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681120;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YD$;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681123;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YDy;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681126;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YDv;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681146;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YDb;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681152;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YAV;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681155;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YAS;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681161;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YAM;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681167;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YAG;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681179;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YA4;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681185;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YA_;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681188;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YAx;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681191;07. TGD;Cobre;"1/4""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/4""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YAu;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681247;07. TGD;Cobre;"5/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 5/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YB0;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681274;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YBb;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681277;07. TGD;Cobre;"1/2""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 1/2""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072YBY;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681280;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y8V;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681283;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y8S;Sanca, cortineiro e testeira
IfcPipeFitting;CONNECTOR;Curva - Cobre:Curva - Cobre:1681286;07. TGD;Cobre;"3/8""";"ROG_CONEX_FRIGO_CURVA FRIGORÍGENA 3/8""";;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Y8P;Sanca, cortineiro e testeira
